,release_year,rank_in_year,imdb_rating,mpaa_rating,film_title,film_budget,length_in_min,domestic_distributor,worldwide_gross,domestic_gross,genre_1,genre_2,genre_3,marvel_flag,studio_flag,CPI,CPI_ratio,domestic_adj,budget_adj,worldwide_adj
171,2002,2,7.4,PG,Harry Potter and the Chamber of Secrets,100000000,161,Warner Bros.,878979634,261988482,Adventure,Family,Fantasy,0,Other,179.9,1.421106170094497,372313448.26389104,142110617.0094497,1249123381.2648027
172,2002,3,7.3,PG-13,Spider-Man,139000000,121,Sony Pictures,821708551,403706375,Action,Adventure,Sci-Fi,1,Marvel,179.9,1.421106170094497,573709620.4189827,197533757.64313507,1167735091.8455086
173,2002,4,6.5,PG,Star Wars: Episode II - Attack of the Clones,115000000,142,Twentieth Century Fox,645256452,302191252,Action,Adventure,Fantasy,0,Other,179.9,1.421106170094497,429445852.765781,163427209.56086713,916977925.2304835
174,2002,5,6.2,PG-13,Men in Black II,140000000,88,Sony Pictures,441818803,190418803,Action,Adventure,Comedy,0,Other,179.9,1.421106170094497,270605335.8453085,198954863.81322956,627871427.007065
175,2002,6,6.1,PG-13,Die Another Day,142000000,133,Metro-Goldwyn-Mayer,431971116,160942139,Action,Adventure,Thriller,0,Other,179.9,1.421106170094497,228715866.76110616,201797076.15341857,613876818.2502056
176,2002,7,6.7,PG-13,Signs,72000000,106,Walt Disney ,408247917,227966634,Drama,Mystery,Sci-Fi,0,Disney,179.9,1.421106170094497,323964790.1530739,102319644.24680378,580163633.776926
177,2002,8,7.5,PG,Ice Age,59000000,81,Twentieth Century Fox,383257136,176387405,Animation,Adventure,Comedy,0,Other,179.9,1.421106170094497,250665229.57245693,83845264.03557532,544649080.7023457
178,2002,9,6.5,PG,My Big Fat Greek Wedding,5000000,95,IFC Films,368744044,241438208,Comedy,Drama,Romance,0,Other,179.9,1.421106170094497,343109327.0853585,7105530.850472485,524024436.1139966
179,2002,10,7.6,PG-13,Minority Report,102000000,145,Twentieth Century Fox,358372926,132072926,Action,Crime,Mystery,0,Other,179.9,1.421106170094497,187689650.0410339,144952829.34963867,509285976.33341855
180,2001,1,7.6,PG,Harry Potter and the Sorcerer's Stone,125000000,152,Warner Bros.,974755371,317575550,Adventure,Family,Fantasy,0,Other,177.1,1.4435742518351216,458443886.9923772,180446781.4793902,1407131755.4135914
181,2001,2,8.8,PG-13,The Lord of the Rings: The Fellowship of the Ring,93000000,178,New Line Cinema,883726270,313364114,Adventure,Drama,Fantasy,0,Other,177.1,1.4435742518351216,452364366.41952574,134252405.4206663,1275724489.0422926
182,2001,3,8.0,G,"Monsters, Inc.",115000000,92,Walt Disney ,528773250,255873250,Animation,Adventure,Comedy,0,Disney,177.1,1.4435742518351216,369372035.433371,166011038.96103898,763323448.7591757
183,2001,4,7.8,PG,Shrek,60000000,90,DreamWorks,484409218,267665011,Animation,Adventure,Comedy,0,Other,177.1,1.4435742518351216,386394317.9967646,86614455.11010729,699280674.4563863
184,2001,5,7.8,PG-13,Ocean's Eleven,85000000,116,Warner Bros.,450717150,183417150,Crime,Thriller,,0,Other,177.1,1.4435742518351216,264776275.08498028,122703811.40598533,650643672.6005082
185,2001,6,6.2,PG-13,Pearl Harbor,140000000,183,Walt Disney ,449220945,198542554,Action,Drama,History,0,Disney,177.1,1.4435742518351216,286610918.8479842,202100395.25691703,648483789.5870413
186,2001,7,6.3,PG-13,The Mummy Returns,98000000,130,Universal Pictures,433013274,202019785,Action,Adventure,Fantasy,0,Other,177.1,1.4435742518351216,291630559.98726714,141470276.6798419,625086813.0492265
187,2001,8,5.9,PG-13,Jurassic Park III,93000000,92,Universal Pictures,368780809,181171875,Action,Adventure,Sci-Fi,0,Other,177.1,1.4435742518351216,261535053.90669116,134252405.4206663,532362480.4433259
188,2001,9,5.7,PG-13,Planet of the Apes,100000000,119,Twentieth Century Fox,362211740,180011740,Action,Adventure,Sci-Fi,0,Other,177.1,1.4435742518351216,259860312.89203843,144357425.18351215,522879541.5763976
189,2001,10,6.8,R,Hannibal,87000000,131,Metro-Goldwyn-Mayer,351692268,165092268,Crime,Drama,Thriller,0,Other,177.1,1.4435742518351216,238322947.26186338,125590959.90965557,507693902.65429705
190,2000,1,6.1,PG-13,Mission: Impossible II,125000000,123,Paramount Pictures,546388105,215409889,Action,Adventure,Thriller,0,Other,172.2,1.4846515679442511,319808629.4545471,185581445.99303138,811195956.7943381
191,2000,2,8.5,R,Gladiator,103000000,155,DreamWorks,460583960,187705427,Action,Adventure,Drama,0,Other,172.2,1.4846515679442511,278677156.5071952,152919111.49825788,683806698.3839723
192,2000,3,7.8,PG-13,Cast Away,90000000,143,Twentieth Century Fox,429632142,233632142,Adventure,Drama,Romance,0,Other,172.2,1.4846515679442511,346862325.94247395,133618641.1149826,637854033.2595471
193,2000,4,6.4,PG-13,What Women Want,70000000,127,Paramount Pictures,374111707,182811707,Comedy,Fantasy,Romance,0,Other,172.2,1.4846515679442511,271411687.436115,103925609.75609758,555425532.3838502
194,2000,5,6.5,PG,Dinosaur,127500000,82,Walt Disney ,349822765,137748063,Animation,Adventure,Family,0,Disney,172.2,1.4846515679442511,204507877.7142335,189293074.912892,519364916.5598433
195,2000,6,6.1,PG,How the Grinch Stole Christmas,123000000,104,Universal Pictures,345141403,260044825,Comedy,Family,Fantasy,0,Other,172.2,1.4846515679442511,386075957.1720384,182612142.8571429,512414725.12642866
196,2000,7,7.0,PG-13,Meet the Parents,55000000,108,Universal Pictures,330444045,166244045,Comedy,romance,,0,Other,172.2,1.4846515679442511,246814482.07064465,81655836.23693381,490594269.52709067
197,2000,8,6.4,PG-13,The Perfect Storm,140000000,130,Warner Bros.,328718434,182618434,Action,Adventure,Drama,0,Other,172.2,1.4846515679442511,271124744.3736237,207851219.51219517,488032338.4502788
198,2000,9,7.4,PG-13,X-Men,75000000,104,Twentieth Century Fox,296339528,157299718,Action,Adventure,Sci-Fi,1,Marvel,172.2,1.4846515679442511,233535272.96588853,111348867.59581883,439960944.8890593
199,2000,10,6.6,PG-13,What Lies Beneath,100000000,130,DreamWorks,291420351,155464351,Drama,Fantasy,Horror,0,Other,172.2,1.4846515679442511,230810392.4715854,148465156.7944251,432657681.043014
200,1999,1,6.5,PG,Star Wars: Episode I - The Phantom Menace,115000000,136,Twentieth Century Fox,924305084,431088295,Action,Adventure,Fantasy,0,Other,166.6,1.5345558223289317,661529053.0301021,176473919.56782714,1418397748.2604322
201,1999,2,8.1,PG-13,The Sixth Sense,40000000,107,Walt Disney ,672806292,293506292,Drama,Mystery,Thriller,0,Disney,166.6,1.5345558223289317,450401789.2787756,61382232.893157266,1032458812.6881393
202,1999,3,7.9,G,Toy Story 2,90000000,92,Walt Disney ,487059677,245852179,Animation,Adventure,Comedy,0,Disney,166.6,1.5345558223289317,377273892.7167047,138110024.00960386,747420263.1619989
203,1999,4,8.7,R,The Matrix,63000000,136,Warner Bros.,463517383,171479930,Action,Sci-Fi,,0,Other,166.6,1.5345558223289317,263145524.99405766,96677016.8067227,711293298.8333194
204,1999,5,7.3,G,Tarzan,130000000,88,Walt Disney ,448191819,171091819,Animation,Adventure,Family,0,Disney,166.6,1.5345558223289317,262549946.99929774,199492256.90276113,687775365.3666447
205,1999,6,7.0,PG-13,The Mummy,80000000,124,Universal Pictures,415933406,155385488,Action,Adventure,Fantasy,0,Other,166.6,1.5345558223289317,238447705.31582236,122764465.78631453,638273029.8784034
206,1999,7,7.1,PG-13,Notting Hill,42000000,124,Universal Pictures,363889678,116089678,Comedy,Drama,Romance,0,Other,166.6,1.5345558223289317,178146091.28719088,64451344.53781513,558409024.0603002
207,1999,8,6.4,PG-13,The World is Not Enough,135000000,128,Metro-Goldwyn-Mayer,361832400,126943684,Action,Adventure,Thriller,0,Other,166.6,1.5345558223289317,194802169.39008406,207165036.0144058,555252016.1272509
208,1999,9,8.3,R,American Beauty,15000000,122,DreamWorks,356296601,130096601,Drama,,,0,Other,166.6,1.5345558223289317,199640496.52975392,23018337.334933978,546757023.5405583
209,1999,10,6.6,PG-13,Austin Powers: The Spy Who Shagged Me,33000000,95,New Line Cinema,312016858,206040086,Action,Adventure,Comedy,0,Other,166.6,1.5345558223289317,316180013.6044538,50640342.136854745,478807286.10867953
210,1998,1,6.7,PG-13,Armageddon,140000000,151,Walt Disney ,553709788,201578182,Action,Adventure,Sci-Fi,0,Disney,163.0,1.5684478527607362,316164866.7213129,219582699.38650307,868464928.0412024
211,1998,2,8.6,R,Saving Private Ryan,70000000,169,DreamWorks,481840909,216540909,Drama,War,,0,Other,163.0,1.5684478527607362,339633123.75590795,109791349.69325154,755742339.0933312
212,1998,3,5.4,PG-13,Godzilla,130000000,139,Sony Pictures,379014294,136314294,Action,Sci-Fi,Thriller,0,Other,163.0,1.5684478527607362,213801861.72489572,203898220.8588957,594464155.5899264
213,1998,4,7.1,R,There's Something About Mary,23000000,119,Twentieth Century Fox,369884651,176484651,Comedy,Romance,,0,Other,163.0,1.5684478527607362,276806971.90617794,36074300.61349693,580144786.6301043
214,1998,5,7.2,G,A Bug's Life,120000000,95,Walt Disney ,363258859,162798565,Animation,Adventure,Comedy,0,Disney,163.0,1.5684478527607362,255341059.70677912,188213742.33128834,569752577.394865
215,1998,6,6.2,PG-13,Deep Impact,75000000,120,Paramount Pictures,349464664,140464664,Action,Drama,Romance,0,Other,163.0,1.5684478527607362,220311500.6395583,117633588.95705521,548117101.8665521
216,1998,7,7.6,G,Mulan,90000000,88,Walt Disney ,304320254,120620254,Animation,Adventure,Family,0,Disney,163.0,1.5684478527607362,189186578.3857546,141160306.74846625,477310448.93790185
217,1998,8,5.4,PG-13,Doctor Dolittle,71500000,85,Twentieth Century Fox,294456605,144156605,Comedy,Family,Fantasy,0,Other,163.0,1.5684478527607362,226102117.5735276,112144021.47239263,461839829.8434662
218,1998,9,7.1,R,Shakespeare in Love,25000000,123,Miramax,289317794,100317794,Comedy,Drama,History,0,Other,163.0,1.5684478527607362,157343228.59299386,39211196.3190184,453779872.764773
219,1998,10,6.6,R,Lethal Weapon 4,140000000,127,Warner Bros.,285444603,130444603,Action,Crime,Thriller,0,Other,163.0,1.5684478527607362,204595557.47957668,219582699.38650307,447704974.6574908
220,1997,1,7.8,PG-13,Titanic,200000000,194,Paramount Pictures,1850197130,600788188,Drama,Romance,,0,Other,160.5,1.5928785046728973,956982590.5265795,318575700.93457943,2947139237.7844863
221,1997,2,6.6,PG-13,The Lost World: Jurassic Park,73000000,129,Universal Pictures,618638999,229086679,Action,Adventure,Sci-Fi,0,Other,160.5,1.5928785046728973,364907246.686,116280130.8411215,985416763.659458
222,1997,3,7.3,PG-13,Men in Black,90000000,98,Sony Pictures,589390539,250690539,Action,Adventure,Comedy,0,Other,160.5,1.5928785046728973,399319570.8979626,143359065.42056075,938827520.4306729
223,1997,4,6.5,PG-13,Tomorrow Never Dies,110000000,119,Metro-Goldwyn-Mayer,333011068,125304276,Action,Adventure,Thriller,0,Other,160.5,1.5928785046728973,199594487.784,175216635.51401868,530446172.0353645
224,1997,5,6.5,R,Air Force One,85000000,124,Sony Pictures,315156409,172956409,Action,Drama,Thriller,0,Other,160.5,1.5928785046728973,275498546.141514,135394672.89719626,502005869.50600004
225,1997,6,7.7,PG-13,As Good As It Gets,50000000,139,Sony Pictures,314178011,148478011,Comedy,Drama,Romance,0,Other,160.5,1.5928785046728973,236507432.138486,79643925.23364486,500447400.36278504
226,1997,7,6.9,PG-13,Liar Liar,45000000,86,Universal Pictures,302710615,181410615,Comedy,Fantasy,,0,Other,160.5,1.5928785046728973,288965069.15299064,71679532.71028037,482181231.7698131
227,1997,8,6.3,PG-13,My Best Friend's Wedding,38000000,105,Sony Pictures,299288605,127120029,Comedy,Drama,Romance,0,Other,160.5,1.5928785046728973,202486761.70749533,60529383.1775701,476730385.5980374
228,1997,9,7.7,PG-13,The Fifth Element,93000000,126,Sony Pictures,263920180,63820180,Action,Adventure,Sci-Fi,0,Other,160.5,1.5928785046728973,101657792.88635515,148137700.93457943,420392781.67140186
229,1997,10,7.2,R,The Full Monty,3500000,91,Fox Searchlight Pictures,257938649,45950122,Comedy,Drama,,0,Other,160.5,1.5928785046728973,73192961.6208972,5575074.76635514,410864929.51646733
230,1996,1,7.0,PG-13,Independence Day,75000000,145,Twentieth Century Fox,817400891,306169268,Action,Adventure,Sci-Fi,0,Other,156.9,1.6294263862332696,498880283.93292546,122206978.96749522,1331894579.9259846
231,1996,2,6.4,PG-13,Twister,92000000,113,Warner Bros.,494471524,241721524,Action,Adventure,Thriller,0,Other,156.9,1.6294263862332696,393867429.3261185,149907227.5334608,805704948.4465774
232,1996,3,7.1,PG-13,Mission: Impossible,80000000,110,Paramount Pictures,457696359,180981856,Action,Adventure,Thriller,0,Other,156.9,1.6294263862332696,294896611.59586996,130354110.89866157,745782524.2374952
233,1996,4,7.4,R,The Rock,75000000,136,Walt Disney ,335062621,134069511,Action,Adventure,Thriller,0,Disney,156.9,1.6294263862332696,218456398.8127916,122206978.96749522,545959875.6978776
234,1996,5,6.9,G,The Hunchback of Notre Dame,100000000,91,Walt Disney ,325338851,100138851,Animation,Drama,Family,0,Disney,156.9,1.6294263862332696,163168886.10648185,162942638.62332696,530115708.2862142
235,1996,6,5.7,G,101 Dalmatians,75000000,103,Walt Disney ,320689294,136189294,Adventure,Comedy,Crime,0,Disney,156.9,1.6294263862332696,221910429.1660803,122206978.96749522,522539597.42611855
236,1996,7,6.6,R,Ransom,80000000,121,Walt Disney ,309492681,136492681,Action,Crime,Thriller,0,Disney,156.9,1.6294263862332696,222404775.94912046,130354110.89866157,504295540.7674761
237,1996,8,5.6,PG-13,The Nutty Professor,54000000,95,Universal Pictures,273961019,128814019,Comedy,Romance,Sci-Fi,0,Other,156.9,1.6294263862332696,209892961.47535372,87989024.85659656,446399313.1579541
238,1996,9,7.3,R,Jerry Maguire,50000000,139,Sony Pictures,273552592,153952592,Comedy,Drama,Romance,0,Other,156.9,1.6294263862332696,250854415.63380498,81471319.31166348,445733811.427304
239,1996,10,6.1,R,Eraser,100000000,115,Warner Bros.,242295562,101295562,Action,Drama,Thriller,0,Other,156.9,1.6294263862332696,165053661.5311281,162942638.62332696,394802781.99001914
240,1995,1,7.6,R,Die Hard with a Vengeance,90000000,128,Twentieth Century Fox,366101666,100012499,Action,Adventure,Thriller,0,Other,152.4,1.6775393700787402,167774904.57246062,150978543.30708662,614149958.1664174
241,1995,2,8.3,G,Toy Story,30000000,81,Walt Disney ,363007140,191796233,Animation,Adventure,Comedy,0,Disney,152.4,1.6775393700787402,321745731.89029527,50326181.10236221,608958768.9696851
242,1995,3,7.6,PG,Apollo 13,52000000,140,Universal Pictures,353148882,172071312,Adventure,Drama,History,0,Other,152.4,1.6775393700787402,288656400.34110236,87232047.24409449,592421153.0542914
243,1995,4,7.2,PG-13,GoldenEye,60000000,140,Metro-Goldwyn-Mayer,352194034,106429941,Action,Adventure,Thriller,0,Other,152.4,1.6775393700787402,178540416.18265748,100652362.20472442,590819357.9418504
244,1995,5,6.7,G,Pocahontas,55000000,81,Walt Disney ,346079773,141579773,Animation,Adventure,Drama,0,Disney,152.4,1.6775393700787402,237505643.21431103,92264665.35433072,580562444.3954134
245,1995,6,5.4,PG-13,Batman Forever,100000000,121,Warner Bros.,336529144,184031112,Action,Adventure,Fantasy,0,Other,152.4,1.6775393700787402,308719435.6993701,167753937.007874,564540888.2388977
246,1995,7,8.6,R,Se7en,33000000,127,New Line Cinema,327311859,100125643,Crime,Drama,Mystery,0,Other,152.4,1.6775393700787402,167964708.0869488,55358799.21259843,549078529.7661614
247,1995,8,6.1,PG,Casper,50000000,100,Universal Pictures,287928194,100328194,Comedy,Family,Fantasy,0,Other,152.4,1.6775393700787402,168304495.36389765,83876968.503937,483010881.1906693
248,1995,9,6.2,PG-13,Waterworld,175000000,135,Universal Pictures,264218220,88246220,Action,Adventure,Sci-Fi,0,Other,152.4,1.6775393700787402,148036508.31062993,293569389.7637795,443236466.342126
249,1995,10,7.0,PG,Jumanji,65000000,104,Sony Pictures,262797249,100475249,Adventure,Comedy,Family,0,Other,152.4,1.6775393700787402,168551185.91596457,109040059.05511811,440852731.54588586
250,1994,1,8.5,G,The Lion King,45000000,88,Walt Disney ,763455561,312855561,Animation,Adventure,Drama,0,Disney,148.2,1.7250809716599191,539701175.1590891,77628643.72469637,1317022660.9890487
251,1994,2,8.8,PG-13,Forrest Gump,55000000,142,Paramount Pictures,677387716,329694499,Drama,Romance,,0,Other,148.2,1.7250809716599191,568749706.6858503,94879453.44129555,1168548659.3077734
252,1994,3,7.2,R,True Lies,115000000,141,Twentieth Century Fox,378882411,146282411,Action,Comedy,Thriller,0,Other,148.2,1.7250809716599191,252349003.70463565,198384311.7408907,653602837.7127328
253,1994,4,6.9,PG-13,The Mask,23000000,101,New Line Cinema,351583407,119938730,Comedy,Crime,Fantasy,0,Other,148.2,1.7250809716599191,206904020.8880567,39676862.34817814,606509845.3670648
254,1994,5,7.2,R,Speed,30000000,116,Twentieth Century Fox,350448145,121248145,Action,Adventure,Thriller,0,Other,148.2,1.7250809716599191,209162867.78856277,51752429.14979757,604551426.4930162
255,1994,6,4.9,PG,The Flintstones,46000000,91,Universal Pictures,341631208,130531208,Comedy,Family,Fantasy,0,Other,148.2,1.7250809716599191,225176903.128583,79353724.69635628,589341496.245992
256,1994,7,7.3,PG-13,Dumb and Dumber,17000000,107,New Line Cinema,247275374,127175374,Comedy,,,0,Other,148.2,1.7250809716599191,219387817.75113362,29326376.518218625,426570042.4474899
257,1994,8,7.0,R,Four Weddings and a Funeral,4400000,117,Rank Film Distributors,245700832,52700832,Comedy,Drama,Romance,0,Other,148.2,1.7250809716599191,90913202.47384615,7590356.275303644,423853830.00421053
258,1994,9,7.6,R,Interview with the Vampire: The Vampire Chronicles,60000000,123,Warner Bros.,223664608,105264608,Drama,Horror,,0,Other,148.2,1.7250809716599191,181589972.2500405,103504858.29959515,385839559.2945749
259,1994,10,6.9,PG-13,Clear and Present Danger,62000000,141,Paramount Pictures,215887717,122187717,Action,Crime,Drama,0,Other,148.2,1.7250809716599191,210783705.5672672,106955020.24291499,372423792.6118016
260,1993,1,8.1,PG-13,Jurassic Park ,63000000,127,Universal Pictures,912667947,357067947,Action,Adventure,Sci-Fi,0,Other,144.5,1.7692525951557094,631743391.8766713,111462913.49480969,1614740133.7451835
261,1993,2,7.0,PG-13,Mrs. Doubtfire,25000000,125,Twentieth Century Fox,441286195,219195243,Comedy,Drama,Family,0,Other,144.5,1.7692525951557094,387811752.5235363,44231314.878892735,780746745.7101384
262,1993,3,7.8,PG-13,The Fugitive,44000000,130,Warner Bros.,368875760,183875760,Action,Crime,Drama,0,Other,144.5,1.7692525951557094,325322665.5662284,77847114.18685122,652634395.6700346
263,1993,4,8.9,R,Schindler's List,22000000,195,Universal Pictures,321306305,96065768,Biography,Drama,History,0,Other,144.5,1.7692525951557094,169964609.3396263,38923557.09342561,568472013.961142
264,1993,5,6.8,R,The Firm,42000000,154,Paramount Pictures,270248367,158348367,Drama,Mystery,Thriller,0,Other,144.5,1.7692525951557094,280158259.2534187,74308608.9965398,478137624.6513426
265,1993,6,5.9,R,Indecent Proposal,38000000,117,Paramount Pictures,266614059,106614059,Drama,Romance,,0,Other,144.5,1.7692525951557094,188627200.56583393,67231598.61591695,471707615.7907474
266,1993,7,6.4,R,Cliffhanger,70000000,113,TriStar Pictures,255000211,84049211,Action,Adventure,Thriller,0,Other,144.5,1.7692525951557094,148704284.6825398,123847681.66089965,451159785.0770035
267,1993,8,6.8,PG,Sleepless in Seattle,21000000,105,TriStar Pictures,227799884,126680884,Comedy,Drama,Romance,0,Other,144.5,1.7692525951557094,224130482.77361938,37154304.4982699,403035535.9431696
268,1993,9,7.7,PG-13,Philadelphia,26000000,125,TriStar Pictures,206678440,77446440,Drama,,,0,Other,144.5,1.7692525951557094,137022314.95557094,46000567.47404844,365666366.3327336
269,1993,10,6.6,PG-13,The Pelican Brief,45000000,141,Warner Bros.,195268056,100768056,Crime,Drama,Mystery,0,Other,144.5,1.7692525951557094,178284144.58679587,79616366.78200692,345478514.8290104
270,1992,1,8.0,G,Aladdin,28000000,90,Walt Disney ,504050219,217350219,Animation,Adventure,Comedy,0,Disney,140.3,1.8222166785459728,396059194.1474198,51022066.99928724,918488715.8865502
271,1992,2,6.3,R,The Bodyguard,25000000,129,Warner Bros.,410945720,121945720,Action,Drama,Music,0,Other,140.3,1.8222166785459728,222211524.86129722,45555416.96364932,748832144.9610833
272,1992,3,6.7,PG,Home Alone 2: Lost in New York ,18000000,120,Twentieth Century Fox,358994850,173585516,Adventure,Comedy,Crime,0,Other,140.3,1.8222166785459728,316310422.40920883,32799900.21382751,654166403.1821097
273,1992,4,7.0,R,Basic Instinct,49000000,127,TriStar Pictures,352927224,117727224,Drama,Mystery,Thriller,0,Other,140.3,1.8222166785459728,214524511.09171772,89288617.24875267,643109873.8857305
274,1992,5,6.7,R,Lethal Weapon 3,35000000,118,Warner Bros.,321731527,144731527,Action,Crime,Thriller,0,Other,140.3,1.8222166785459728,263732202.41082677,63777583.749109045,586264554.513464
275,1992,6,7.0,PG-13,Batman Returns,80000000,126,Warner Bros.,266822354,162831698,Action,Crime,Fantasy,0,Other,140.3,1.8222166785459728,296714635.8915609,145777334.28367782,486208143.6676978
276,1992,7,7.7,R,A  Few Good Men,41000000,138,Columbia Pictures,243240178,141340178,Drama,Thriller,,0,Other,140.3,1.8222166785459728,257552429.7002566,74710883.82038489,443236309.2440912
277,1992,8,6.4,PG,Sister Act,31000000,60,Walt Disney ,231605150,139605150,Comedy,Crime,Family,0,Disney,140.3,1.8222166785459728,254390832.74091232,56488717.034925155,422034767.1671418
278,1992,9,7.4,R,Bram Stoker's Dracula,40000000,128,Columbia Pictures,215862692,82522790,Horror,,,0,Other,140.3,1.8222166785459728,150374404.2981468,72888667.14183891,393348597.63823235
279,1992,10,7.0,PG-13,Wayne's World,20000000,94,Paramount Pictures,183097323,121697323,Comedy,Music ,,0,Other,140.3,1.8222166785459728,221758891.70499644,36444333.570919454,333642995.76771915
280,1991,1,8.5,R,Terminator 2: Judgement Day,102000000,137,TriStar Pictures,516950043,204843345,Action,Sci-Fi,,0,Other,136.2,1.877070484581498,384505396.862445,191461189.4273128,970351667.7184362
281,1991,2,6.9,PG-13,Robin Hood: Prince of Thieves,48000000,143,Warner Bros.,390493908,165493908,Action,Adventure,Drama,0,Other,136.2,1.877070484581498,310643730.08484584,90099383.25991191,732984589.115683
282,1991,3,8.0,G,Beauty and the Beast,25000000,84,Walt Disney ,331907151,145863363,Animation,Family,Fantasy,0,Disney,136.2,1.877070484581498,273795813.46909696,46926762.11453745,623013116.7636344
283,1991,4,6.8,PG,Hook,70000000,142,TriStar Pictures,300854823,119654823,Adventure,Comedy,Family,0,Other,136.2,1.877070484581498,224600536.59112337,131394933.92070486,564725708.3972908
284,1991,5,8.6,R,The Silence of the Lambs,19000000,118,Orion Pictures,272742922,130742922,Crime,Drama,Thriller,0,Other,136.2,1.877070484581498,245413679.954141,35664339.20704846,511957688.7647137
285,1991,6,8.0,R,JFK,40000000,189,Warner Bros.,205405498,70405498,Drama,History,Thriller,0,Other,136.2,1.877070484581498,132156082.24806169,75082819.38325992,385560597.6665639
286,1991,7,6.9,PG-13,The Addams Family,30000000,99,Paramount Pictures,191502426,113502426,Comedy,Fantasy,,0,Other,136.2,1.877070484581498,213052053.77299562,56312114.53744494,359463551.5703525
287,1991,8,7.3,R,Cape Fear,35000000,128,Universal Pictures,182291969,79091969,Crime,Thriller,,0,Other,136.2,1.877070484581498,148461200.57733482,65697466.96035243,342174874.5861454
288,1991,9,6.8,PG-13,Hot Shots!,26000000,84,Twentieth Century Fox,181096164,69467617,Action,Comedy,,0,Other,136.2,1.877070484581498,130395613.50491191,48803832.59911895,339930264.31533045
289,1991,10,6.7,PG-13,City Slickers,27000000,113,Columbia Pictures,179033791,124033791,Comedy,,,0,Other,136.2,1.877070484581498,232820168.17685026,50680903.08370045,336059044.8288326
290,1990,1,7.0,PG-13,Ghost,22000000,127,Paramount Pictures,505702588,217631306,Drama,Fantasy,Romance,0,Other,130.7,1.956059678653405,425699822.4792808,43033312.93037491,989184441.7774752
291,1990,2,7.6,PG,Home Alone ,18000000,103,Twentieth Century Fox,476684675,285761243,Comedy,Family,,0,Other,130.7,1.956059678653405,558966045.1541775,35209074.21576129,932423672.1995028
292,1990,3,7.0,R,Pretty Woman ,14000000,119,Walt Disney ,463406268,178406268,Comedy,Romance,,0,Disney,130.7,1.956059678653405,348973307.25383323,27384835.50114767,906450315.6700537
293,1990,4,8.0,PG-13,Dances with Wolves,22000000,181,Orion Pictures,424208848,184208848,Adventure,Drama,Western,0,Other,130.7,1.956059678653405,360323500.0239939,43033312.93037491,829777822.9008111
294,1990,5,7.5,R,Total Recall,65000000,113,Sony Pictures,261299840,119394840,Action,Sci-Fi,Thriller,0,Other,130.7,1.956059678653405,233543432.3632747,127143879.11247133,511118081.0625861
295,1990,6,7.4,PG,Back to the Future III,40000000,118,Universal Pictures,244527583,87727583,Adventure,Comedy,Sci-Fi,0,Other,130.7,1.956059678653405,171600387.8120199,78242387.1461362,478310545.4248738
296,1990,7,7.2,R,Die Hard 2,70000000,124,Twentieth Century Fox,240031094,117540947,Action,Thriller,,0,Other,130.7,1.956059678653405,229917107.01743692,136924177.50573835,469515144.59646523
297,1990,8,6.9,R,Presumed Innocent,22000000,127,Warner Bros.,221303188,86303188,Mystery,Thriller,,0,Other,130.7,1.956059678653405,168814186.1860444,43033312.93037491,432882242.80425406
298,1990,9,6.8,PG,Teenage Mutant Ninja Turtles,13500000,93,New Line Cinema,201965915,135265915,Action,Adventure,Comedy,0,Other,130.7,1.956059678653405,264588202.2276588,26406805.661820967,395057382.7938409
299,1990,10,6.1,PG-13,Kindergarten Cop,15000000,111,Universal Pictures,201957688,91457688,Comedy,Crime,,0,Other,130.7,1.956059678653405,178896695.79966336,29340895.179801077,395041290.29086465
300,1989,1,8.2,PG-13,Indiana Jones and the Last Crusade,48000000,127,Paramount Pictures,474171806,197171806,Action,Adventure,,0,Other,124.0,2.06175,406518971.0205,98964000.0,977623721.0205
301,1989,2,7.5,PG-13,Batman,35000000,126,Warner Bros.,411348924,251188924,Action,Adventure,,0,Other,124.0,2.06175,517888764.057,72161250.0,848098644.057
302,1989,3,7.8,PG,Back to the Future II,40000000,108,Universal Pictures,331950002,118450002,Adventure,Comedy,Sci-Fi,0,Other,124.0,2.06175,244214291.6235,82470000.0,684397916.6235
303,1989,4,5.9,PG-13,Look Who's Talking,7500000,93,TriStar Pictures,296999813,140088813,Comedy,,,0,Other,124.0,2.06175,288828110.20274997,15463125.0,612339364.45275
304,1989,5,7.2,R,Lethal Weapon 2,28000000,114,Warner Bros.,227853986,147253986,Action,Crime,Thriller,0,Other,124.0,2.06175,303600905.6355,57729000.0,469777955.6355
305,1989,6,6.3,PG,"Honey, I Shrunk the Kids",18000000,93,Walt Disney ,222724172,130724172,Adventure,Comedy,Family,0,Disney,124.0,2.06175,269520561.621,37111500.0,459201561.621
306,1989,7,6.6,PG,Ghostbusters II,37000000,108,Columbia Pictures,215394738,112494738,Action,Comedy,Fantasy,0,Other,124.0,2.06175,231936026.0715,76284750.0,444090101.0715
307,1989,8,7.6,G,The Little Mermaid,40000000,83,Walt Disney ,184155863,84355863,Animation,Family,Fantasy,0,Disney,124.0,2.06175,173920700.54025,82470000.0,379683350.54025
308,1989,9,7.2,R,Born on the Fourth of July,14000000,145,Universal Pictures,161001698,70001698,Biography,Drama,War,0,Other,124.0,2.06175,144326000.8515,28864500.0,331945250.8515
